"","CHR","POSITION","IHS","LOGPVALUE"
"306047","4",1570285,1.86217673315495,1.20357705188673
"306091","4",1570489,-0.68602732605344,0.307421072118807
"306140","4",1570559,1.45249741151552,0.834567663610208
"306161","4",1570651,0.958820619285981,0.471534377941665
"306165","4",1570779,-0.966378082572919,0.476442079762318
"306178","4",1570887,-2.06754511266639,1.41248189663285
"306220","4",1570959,-1.15568247925329,0.605879319362401
"306222","4",1570961,-1.15568247925329,0.605879319362401
"306233","4",1570982,0.586494900548634,0.253721642244924
"306238","4",1570999,-0.457728859568167,0.188996889019108
"306322","4",1571387,-0.447606592930213,0.184132059191513
"306342","4",1571536,-1.72450234492116,1.0725413701662
"306369","4",1571563,-0.668239181411575,0.297585897648731
"306385","4",1571585,1.01088657502021,0.505746976808254
"306390","4",1571590,-0.5387834112463,0.229121260721562
"306455","4",1571862,1.15006730937704,0.601858265900927
"306475","4",1571898,0.0610483515188614,0.0216730523754632
"306484","4",1571920,-0.45997368177929,0.190080131028774
"306486","4",1571925,-0.45997368177929,0.190080131028774
"306498","4",1571992,-1.32944097678466,0.735884870873634
"306506","4",1572099,2.68754239113572,2.14278836799078
"306524","4",1572154,-1.60104338443087,0.961112468094402
"306528","4",1572158,1.19681900775244,0.635679611652265
"306550","4",1572393,-0.00584971867721617,0.00203175978686661
"306568","4",1572576,0.0846152094976081,0.0303198136688543
"306639","4",1572787,-0.0483774025712335,0.0170888947256158
"306655","4",1572812,0.1205510885883,0.0438091771070159
"306762","4",1573172,0.5453516303965,0.232464421695363
"306779","4",1573295,-0.815914578933972,0.382424135241682
"306969","4",1573761,0.155020405051573,0.0570968679306619
"306998","4",1573801,-0.148148795742159,0.0544204717939299
"307066","4",1574055,0.345099206342865,0.136665366440992
"307505","4",1575721,0.345099206342865,0.136665366440992
"308233","4",1580378,-0.095732808826027,0.0344536431759525
"308328","4",1580882,-0.137224709378588,0.0501938652069031
"308570","4",1582817,-0.589165760422504,0.255120463499558
"308693","4",1583666,0.541949037383737,0.230730807495312
"309148","4",1584443,-0.45630333814405,0.188309824969654
"309239","4",1584606,0.628645638064675,0.276067543141989
"309320","4",1584717,-0.438005151337321,0.179547268277753
"309368","4",1584771,-0.658289290949858,0.29212995938428
"309738","4",1585202,1.04735175891096,0.530270193244434
"309910","4",1585524,-0.449247861189074,0.184918676920933
"309952","4",1586179,-0.00604980833013682,0.00210142370665084
"310190","4",1587931,-0.280147229427844,0.108259351787012
"310192","4",1587938,-0.214342165353828,0.0807752984293
"310221","4",1588255,0.719765749529914,0.32636244881198
"310236","4",1588408,1.37130055593835,0.768833087591993
"310338","4",1588852,-0.789443835883532,0.366680397875275
"310423","4",1589202,0.2744921039,0.105846567363266
"310450","4",1589283,-1.26778109029709,0.688508623447982
"310458","4",1589293,0.335285487003211,0.132291130075993
"310483","4",1589355,0.209267942399213,0.0787094715501839
"310601","4",1589616,-1.35190467134147,0.753487107928828
"310686","4",1589919,-1.26275094175268,0.684704278250328
"310781","4",1590833,1.68236103613674,1.03386365674567
"310784","4",1590840,-0.490836704372935,0.205134324906399
"310925","4",1591128,-1.18124686092538,0.624327845848383
"310926","4",1591129,-1.26505110754054,0.686442782922216
"310951","4",1591174,0.77260686403257,0.356789133938703
"310992","4",1591254,-1.33025891308207,0.736522579752527
"311038","4",1591354,-1.50109030286936,0.875064933401478
"311045","4",1591372,0.209594326409465,0.0788421207570675
"311046","4",1591373,0.145087877756004,0.0532326963335806
"311161","4",1591673,-1.31939539894875,0.728072566850606
"311174","4",1591707,0.266902815611536,0.102623668662077
"311184","4",1591729,0.266902815611536,0.102623668662077
"311273","4",1592169,0.701920687378267,0.31629694587418
"311337","4",1592327,-1.79215202502585,1.1360314307785
"311377","4",1592424,1.36025237922767,0.760075006023946
"311392","4",1592473,2.44511070001989,1.83920838250486
"311570","4",1592840,-0.210173056961117,0.079077406139233
"311731","4",1593187,0.119013181333157,0.0432243121353419
"311752","4",1593269,0.0080784217526735,0.00280833934726306
"311824","4",1593611,0.691755504066259,0.310610431629727
"311826","4",1593621,0.57663432078666,0.248577302794284
"311842","4",1593708,-0.134744069903147,0.049238897305183
"311888","4",1594533,0.336574556439736,0.13286402286797
"311924","4",1594869,-0.0884932633715538,0.0317577834279092
"311930","4",1594875,-1.36306072475435,0.762297016043995
"311947","4",1594937,-0.716731452846047,0.324643500260708
"311985","4",1595138,-0.0411584829836851,0.0144973844726585
"312026","4",1595333,0.849709623684272,0.402868285433312
"312072","4",1595397,-1.55499480449456,0.92100949923018
"312118","4",1595731,0.882844246007327,0.423289678440984
"312163","4",1595904,0.717269642411875,0.324948165067025
"312192","4",1595979,2.53015983057933,1.94305485258218
"312205","4",1596004,0.659816517842157,0.292965288089344
"312238","4",1596066,2.55951556145709,1.97956345603957
"312278","4",1596161,-1.66807992071081,1.0209077255916
"312298","4",1596213,0.827700509726055,0.389510043017564
"312315","4",1596308,1.79029883316421,1.1342691283393
"312351","4",1596493,2.32092292058202,1.6926964579223
"312352","4",1596498,2.32092292058202,1.6926964579223
"312365","4",1596642,1.34194262344073,0.745658364271587
"312467","4",1597587,1.0655122809609,0.542656885167043
"312473","4",1597697,1.18746358823686,0.628849332489718
"312494","4",1597864,0.715183415060877,0.323767704503075
"312497","4",1597867,0.715183415060877,0.323767704503075
"312503","4",1597904,-1.58912683298273,0.95065883781382
"312521","4",1598129,0.548802570574724,0.234226462945011
"312558","4",1598224,0.602936243150434,0.262369224014271
"312563","4",1598238,-1.44885073862794,0.831563597020943
"312587","4",1598300,-1.10987077201651,0.573399746782007
"312594","4",1598311,-1.53112986932166,0.900535873009945
"312607","4",1598332,0.109042733502812,0.0394490323931178
"312777","4",1598949,1.88805262211926,1.22900898953662
"312820","4",1599091,-0.179528702364695,0.0667544343229495
"312841","4",1599149,0.0225637037373119,0.00788926551864851
"312862","4",1599224,0.193604853552982,0.0723805806892104
"312864","4",1599226,0.193604853552982,0.0723805806892106
"312909","4",1599382,1.7957608421937,1.13946698888883
"312979","4",1599659,-0.133929953195094,0.0489258754415661
"312986","4",1599666,-1.13648057696294,0.592175035213878
"313094","4",1600462,-0.146884860014326,0.0539296780718003
"313102","4",1600495,-0.757481172288109,0.347984272061626
"313234","4",1601375,-0.173732493410833,0.0644545966395521
"313285","4",1601767,0.245618263837152,0.0936769473827234
"313311","4",1602724,-0.452262280263585,0.186365614547818
"313440","4",1604690,-0.927257008966021,0.451250629381936
"313484","4",1604811,-0.909558015430398,0.440026801706365
"313582","4",1605191,-0.50112010849077,0.210217278111338
"313626","4",1605255,1.46423987238117,0.844274124730815
"313659","4",1605322,-0.508230260188624,0.213751378875751
"313673","4",1605409,-0.783687063993293,0.363287737839466
"313751","4",1605704,-0.75024855572222,0.34380112634795
"313956","4",1606492,-0.972383417417324,0.480355946651402
"314073","4",1606940,-0.698755920764002,0.31452287666305
"314119","4",1607280,-0.542135517687786,0.230825722661194
"314140","4",1607468,-0.542135517687786,0.230825722661194
"314194","4",1607661,-0.898559812163359,0.433106446060805
"314252","4",1608102,-0.824355124562933,0.387493963217967
"314254","4",1608115,-0.949490877837886,0.465503016787342
"314290","4",1608464,-0.827598758015744,0.389448666995858
"314305","4",1608502,-0.827598758015744,0.389448666995858
"314308","4",1608505,-0.827598758015744,0.389448666995858
"314321","4",1608664,-0.726166554846069,0.329998578376201
"314381","4",1609497,1.21895648297603,0.651966490684087
"314385","4",1609571,-0.809642797206208,0.378672569128129
"314434","4",1610507,-0.378213223103755,0.151643232623734
"314442","4",1610541,-0.458635389824961,0.189434145501767
"314447","4",1610668,0.0393011976484559,0.0138330043165273
"314457","4",1610679,-0.80995506162082,0.378859040895824
"314463","4",1610712,-0.597337201480638,0.259414478475119
"314466","4",1610719,2.24941777302016,1.61108341607587
"314519","4",1611097,-1.22469128710959,0.656214279016764
"314570","4",1611370,2.16220701733696,1.51424702590811
"314571","4",1611371,2.16220701733696,1.51424702590811
"314685","4",1611592,0.0446448505414267,0.0157471247265784
"314697","4",1611636,-1.24218836622261,0.669247302765276
"314698","4",1611651,-0.963828752336099,0.474784375164075
"314731","4",1611804,-0.963828752336099,0.474784375164075
"314812","4",1612077,-1.74190905999298,1.08871261059923
"314813","4",1612088,-1.74190905999298,1.08871261059923
"314816","4",1612106,-1.67131674654407,1.02383748972171
"314825","4",1612140,-0.5026473176676,0.210975021816556
"314826","4",1612142,-0.0311133602720722,0.0109155995419013
"314846","4",1612186,-1.41825336001633,0.806550336515196
"314853","4",1612204,-1.5178786585058,0.889258848529039
"314859","4",1612210,-1.43249124587266,0.818147035775795
"314906","4",1612316,-1.63312184683306,0.989516132010852
"314978","4",1612716,0.0442240808275587,0.0155961126364807
"314985","4",1612723,-1.0977093791799,0.564902260738831
"314990","4",1612728,-1.32351398728139,0.731271109168604
"315000","4",1612738,-0.636073181059426,0.280065160946379
"315018","4",1612756,-1.40843738715249,0.798598518989305
"315111","4",1613189,0.431318350612086,0.176371311310217
"315140","4",1614874,-0.638999277723405,0.281644981482171
"315158","4",1614892,-0.267109508588656,0.102711214722889
"315298","4",1615583,-0.796527654998713,0.370870429606727
"315437","4",1616627,0.0752695243596409,0.0268720222496662
"315594","4",1617382,-0.737650202124813,0.33655629798678
"315595","4",1617416,-0.0128579209909797,0.00447837464340716
"315615","4",1617529,-1.17600991755964,0.620529657563027
"315642","4",1617572,-0.0256900908043434,0.00899355219025527
"315713","4",1618326,-0.198391178510477,0.0743068977836451
"316102","4",1623241,-0.123000745809979,0.044742184367934
"316386","4",1624462,0.356639495559592,0.141846916197304
"316568","4",1624946,0.243690744318972,0.0928734199872268
"316641","4",1625263,0.0421212629499967,0.0148421665308833
"316973","4",1628216,0.274011267409428,0.105641859989085
"317014","4",1628829,-0.397624944461064,0.160580614362213
"317015","4",1628830,0.288606499338726,0.111886514134925
"317037","4",1628867,-1.32213478090741,0.730199317094302
"317064","4",1629079,0.59458216926937,0.257964316806964
"317137","4",1629267,0.405095335701145,0.164051188915633
"317291","4",1629607,0.342648292500152,0.135570168808444
"317292","4",1629608,0.111335848770094,0.0403147883148009
"317307","4",1629648,0.151327420095257,0.0556567981331126
"317330","4",1629748,0.72319324110269,0.328307823263671
"317384","4",1629864,-0.149090454044897,0.0547864243871766
"317437","4",1630018,0.616775937472664,0.269716459987459
"317443","4",1630024,-1.03570013445736,0.522383845346535
"317717","4",1631111,0.114908886197155,0.0416667785552633
"317742","4",1631283,-0.321241450096333,0.126082480578881
"317749","4",1631295,-0.392159796852354,0.158052598069192
"317970","4",1632375,0.106422946122,0.0384617865318495
"318018","4",1632618,0.281287012570673,0.108746810660018
"318070","4",1632804,0.326659082422001,0.128470407716119
"318117","4",1633076,-0.488033551000084,0.203754581011853
"318221","4",1634497,-0.550457879253311,0.235073016145805
"318229","4",1634517,0.594277225064602,0.257803955112659
"318246","4",1634678,-0.668345386443507,0.297644309833034
"318256","4",1634868,-0.494653532361943,0.207017016703095
"318261","4",1634959,-0.166207794690077,0.0614835643196624
"318361","4",1635873,0.541049240237387,0.230272983396493
"318380","4",1635908,-0.323381982332813,0.127024893791449
"318412","4",1636019,0.561557706116615,0.24077241069852
"318462","4",1636142,-0.344688752027599,0.136481825598325
"318488","4",1636186,0.481391195424106,0.200495074921017
"318521","4",1636325,0.206227960221005,0.0774754700961491
"318526","4",1636375,-0.505994308805094,0.212638266123748
"318545","4",1636448,0.646845721561719,0.285895160853147
"318558","4",1636461,0.716522018316718,0.324524967040782
"318567","4",1636470,0.557248091509035,0.238554860264061
"318592","4",1636615,0.624255013655205,0.273712912028169
"318669","4",1637914,0.504963873226424,0.212125824822092
"318679","4",1637971,0.58691984859173,0.253944047690907
"318756","4",1638143,0.180205990165068,0.0670238119540373
"318834","4",1638235,0.16768280227934,0.0620646505866549
"318888","4",1638304,0.662939614488769,0.294675875403203
"318891","4",1638307,0.157945352364096,0.0582402554427774
"318909","4",1638339,0.692704697765942,0.311139974624119
"318968","4",1638417,-0.395155660380806,0.159437249547015
"318993","4",1638457,0.34552722635246,0.136856816995747
"318995","4",1638471,0.937915303072611,0.45806156567989
"319035","4",1638619,-1.89524177017851,1.23612013608593
"319051","4",1638635,0.670876055919173,0.299037261916499
"319092","4",1638686,0.598842354690553,0.260207783282835
"319103","4",1638710,-0.0571914684763385,0.0202729029120382
"319113","4",1638744,0.267534869293606,0.102891419150967
"319150","4",1638848,-1.11756453551516,0.578802554831848
"319153","4",1638860,0.707219736379226,0.319274852284706
"319236","4",1639089,1.18490397951677,0.62698603481229
"319273","4",1639208,0.561956026381529,0.240977671720356
"319383","4",1639463,-0.190964299007822,0.071320738305335
"319479","4",1639584,0.114315515177698,0.0414420011538687
"319511","4",1639631,-1.97570267385956,1.31705693535109
"319531","4",1639673,0.668940246670957,0.297971548288372
"319572","4",1639752,0.568974110829715,0.244602590120453
"319682","4",1639921,0.641243234384978,0.282858406992135
"319766","4",1640049,0.38521994132936,0.154855759578132
"319804","4",1640108,1.09729623862956,0.564614504979723
"319805","4",1640111,-0.92411732556817,0.449251742373904
"319904","4",1640271,1.49419114630934,0.869262152331372
"319944","4",1640333,-1.92442955627171,1.2651940706571
"320035","4",1640449,-2.31058445511017,1.68077275732381
"320036","4",1640450,-2.21983321756852,1.57790133899593
"320039","4",1640455,-0.0167002159063113,0.00582553456130627
"320045","4",1640461,1.30773612202254,0.719051164795983
"320124","4",1640591,-1.23265603937674,0.662133352712646
"320174","4",1640674,-0.594444187251112,0.257891752158874
"320267","4",1640821,-0.000511150882294088,0.000177158520570518
"320280","4",1640846,0.288069288509715,0.111655527530843
"320372","4",1641114,-0.424419896685076,0.173109481958762
"320422","4",1641184,1.07288725495775,0.547720153167511
"320514","4",1641979,-0.449724776295491,0.18514740869729
"320586","4",1642664,0.542427621619389,0.230974420791016
"320618","4",1642788,1.42178917045445,0.809423304549926
"320632","4",1642817,1.01249943361961,0.506821831665704
"320670","4",1642866,0.717692631123207,0.3251876830843
"320730","4",1642983,0.626397373118601,0.274861044002848
"320747","4",1643020,1.20505012302265,0.641714900939278
"320778","4",1643051,0.640575879434805,0.28249736091865
"320837","4",1643136,0.441842142101093,0.181376004682702
"320884","4",1643211,0.551503967354008,0.235608457333874
"320901","4",1643236,1.05873152520536,0.538018426064398
"320916","4",1643255,0.929954867562605,0.452970936630166
"320979","4",1643335,0.978025907350599,0.484044719379287
"320995","4",1643354,0.719967221703052,0.326476692345685
"321146","4",1643598,1.35278319185562,0.754179230693326
"321176","4",1643713,0.113707162006879,0.0412116532008186
"321248","4",1643890,0.795631512126719,0.370339433853942
"321250","4",1643892,-1.58313113173282,0.945419196231885
"321343","4",1644113,0.875107056513164,0.418487633315294
"321344","4",1644114,0.554097403558855,0.236937426513457
"321684","4",1645045,-0.84868501390472,0.402242759042124
"321692","4",1645059,0.830056652146981,0.390932234419984
"321813","4",1645210,0.0677745026337832,0.0241248671254274
"321832","4",1645229,-0.700389614444638,0.31543826032963
"321888","4",1645293,-0.149883434128296,0.0550947962860432
"321891","4",1645299,-0.142814330101178,0.0523522132519567
"321899","4",1645308,-1.64009495780769,0.995741303948135
"321910","4",1645319,-0.830754753918976,0.391353976744497
"321915","4",1645324,-0.674879571416443,0.301245215431125
"321916","4",1645325,-0.960987697873993,0.472939625692159
"321943","4",1645365,0.453626143706594,0.187021214653247
"321984","4",1645572,-0.937554623661888,0.457830442247803
"322228","4",1647582,-0.733973237622336,0.334451794248866
"322380","4",1649394,-0.182064484879938,0.0677636808009507
"322390","4",1649552,0.112264349307199,0.0406657685033817
"322421","4",1650141,-0.95366159353055,0.468195526370802
"322503","4",1651187,-0.403991752493807,0.163537398060364
"322505","4",1651249,-0.249321583988665,0.0952238649865234
"322550","4",1651716,-0.328084174027251,0.129100030099219
"322581","4",1651896,-0.205848925688941,0.0773218020807324
"322591","4",1651926,-0.405581052792186,0.164277442245426
"322615","4",1652211,-0.382919485294665,0.15379934500564
"322665","4",1652808,-0.119935505673495,0.0435749897801987
"322702","4",1653245,-0.843278739975495,0.398948122033805
"322781","4",1653553,-0.286068334135254,0.110795935512943
"322821","4",1653634,0.544858209611451,0.232212794592994
"322860","4",1653757,-1.45814576883255,0.839230334059003
"322883","4",1653995,-0.536064944478191,0.227741632489148
"322969","4",1654803,-0.14938963674468,0.0549027482997711
"323039","4",1655540,-0.0424250641893473,0.0149510150326071
"323064","4",1655584,0.110924404495366,0.0401593383219446
"323093","4",1655782,0.341616560727826,0.135109686462147
"323094","4",1655806,0.582701496475773,0.2517388736964
"323110","4",1656009,-0.601047870255619,0.2613715482363
"323147","4",1656149,-0.182050528221423,0.0677581208700423
"323179","4",1656326,-0.283890854594412,0.109861881602617
"323185","4",1656353,0.756653070200163,0.347504434213164
"323199","4",1656517,0.482033217772526,0.200809515443184
"323237","4",1656997,0.13540060012839,0.0494914677422737
"323249","4",1657210,0.649851583418359,0.287528685992926
"323277","4",1657580,-0.512361411355668,0.215812156121018
"323329","4",1657909,-0.566641443103358,0.243395980370477
"323386","4",1658504,-0.368611504282021,0.14726553108336
"323454","4",1659089,-0.617802791447176,0.270264081082001
"323777","4",1660278,0.00266135183240976,0.00092318270986297
"323821","4",1660368,-0.685845488345113,0.307320005163722
"323839","4",1660448,-0.685845488345113,0.307320005163722
"323894","4",1660573,-0.310784814831291,0.121498762483149
"323925","4",1660656,0.493613240464263,0.20650342333895
"323950","4",1660822,-0.629564426513537,0.276561072655379
"323975","4",1660941,-0.310946267069917,0.121569283395867
"324091","4",1661554,-0.256558990220363,0.0982588327555535
"324103","4",1661676,0.0952047645024124,0.0342565050272704
"324139","4",1661755,-0.664529166385704,0.295547737949635
"324150","4",1661766,0.452691114490187,0.186571689298447
"324152","4",1661770,0.53693512399599,0.228182993054127
"324153","4",1661771,0.53693512399599,0.228182993054127
"324174","4",1661850,0.361992582286443,0.144264312229223
"324185","4",1661874,-1.38222949154249,0.77754041715026
"324198","4",1661906,-1.06947469019052,0.545374891366957
"324199","4",1661955,-0.526679265871531,0.222996558940548
"324365","4",1663138,-0.670056823152534,0.298586102344463
"324507","4",1664131,-0.686565817821796,0.307720434472647
"324530","4",1664172,-0.88943271433478,0.42739489746568
"324533","4",1664194,-0.625939878610909,0.27461573810048
"324580","4",1664819,0.114451221367371,0.0414933996806825
"324650","4",1665304,-0.139447260881461,0.0510509878370667
"324675","4",1665366,-0.273842088889047,0.105569851843342
"324700","4",1665391,0.541967462254491,0.23074018493121
"324725","4",1665428,-0.512400820588771,0.215831841135228
"324736","4",1665453,-0.0764503791444507,0.0273062927775007
"324738","4",1665455,0.742542722836781,0.339363509687993
"324743","4",1665467,-0.783192662177507,0.362996889539021
"324752","4",1665476,-0.0844501777330421,0.0302587153171496
"324778","4",1665519,-0.552984217126126,0.236366725322618
"324797","4",1665784,-0.156993072336464,0.0578677277969373
"324909","4",1667675,-0.460271447548829,0.190223937466949
"325092","4",1669237,-0.0645090929453609,0.0229329647779319
"325111","4",1669274,-0.124811600378165,0.0454329991599448
"325124","4",1669338,-0.210658610534534,0.079274886317307
"325130","4",1669346,-0.278353140037473,0.107492853555939
"325198","4",1669623,0.494173826621093,0.206780142739458
"325233","4",1669859,-0.276879460180544,0.106863970137425
"325244","4",1669909,0.20591264783046,0.077347633320768
"325268","4",1670265,0.169158936876989,0.0626468161138387
"325291","4",1670857,0.326575395874184,0.12843345324898
"325339","4",1671746,-0.625430822454944,0.27434286540071
"325347","4",1671777,0.426881745572065,0.174271823501191
"325361","4",1671841,-0.654139414120772,0.289864018658628
"325369","4",1671903,0.938419303874483,0.458384604575978
"325380","4",1671942,0.9647965348589,0.475413411926073
"325391","4",1672004,1.04971780382843,0.531877444570974
"325402","4",1672015,-0.220247637696354,0.0831891302566323
"325405","4",1672018,2.19190634735334,1.54689167575405
"325408","4",1672021,1.02059637907865,0.512231568656332
"325428","4",1672119,-0.81777184677824,0.383537639522599
"325442","4",1672133,-0.353384337919679,0.140381225683522
"325496","4",1672550,0.246996116693654,0.094252013669949
"325500","4",1672621,0.667946403922588,0.297424890850725
"325504","4",1672824,-1.54543388692446,0.91278186623261
"325539","4",1673634,1.13564916180947,0.591584613321578
"325568","4",1673734,0.562714540653782,0.241368687943342
"325570","4",1673736,-1.17912158129582,0.622785269809761
"325594","4",1673837,-1.1863622106761,0.628047285115661
"325606","4",1673855,-1.29656638131438,0.7104546885074
"325641","4",1674076,-1.33912868464683,0.743453543727361
"325716","4",1674759,-0.73620958523522,0.335731226947327
"325730","4",1674883,1.55813497399619,0.923719170120154
"325753","4",1675085,0.676719452620454,0.302261687028457
"325781","4",1675468,-1.258550039922,0.681534080877762
"325782","4",1675469,0.672891562473776,0.30014816156121
"325841","4",1675654,-1.05861736756113,0.537940473210449
"325853","4",1675666,-1.81043087842729,1.15348355009001
"325971","4",1676230,-1.17455979196134,0.619479655216837
"325972","4",1676234,1.28636150045618,0.70264021334465
"326076","4",1676370,1.28636150045618,0.70264021334465
"326079","4",1676373,2.72562247428086,2.19259784737586
"326083","4",1676382,0.861962543465265,0.410376375759616
"326092","4",1676394,2.22800674497433,1.58703463354571
"326102","4",1676408,2.31381720353097,1.68449669270782
"326154","4",1676468,2.31381720353097,1.68449669270782
"326160","4",1676474,2.31381720353097,1.68449669270782
"326162","4",1676476,3.09426846978291,2.70487541904722
"326192","4",1676512,-0.0860735843888762,0.0308600724072765
"326194","4",1676514,3.28473327082017,2.99106377140667
"326226","4",1676546,2.44288599333174,1.83653033668813
"326235","4",1676558,1.16567924991244,0.613065793981695
"326262","4",1676588,-2.64711848140708,2.09054611308058
"326299","4",1676625,0.517514088671516,0.218390130020856
"326305","4",1676631,1.47245672033739,0.85109644746648
"326310","4",1676636,2.52620407515229,1.93816134520003
"326334","4",1676660,2.40649809702157,1.79300454117714
"326388","4",1676714,3.48798414066427,3.31275922651193
"326414","4",1676753,-3.10999637398731,2.72795025931346
"326418","4",1676759,2.03752484598373,1.38093303377233
"326434","4",1676787,1.70564476129299,1.05515109523032
"326435","4",1676791,1.38643236703231,0.780900543964581
"326463","4",1676856,1.54257551939191,0.910328688190811
"326466","4",1676859,2.37115741816299,1.75123059820914
"326474","4",1676867,1.85182915232022,1.19347842470417
"326519","4",1676922,1.85182915232022,1.19347842470417
"326520","4",1676923,3.54135122353183,3.40002605418766
"326541","4",1676944,1.24002289612843,0.667628354715534
"326581","4",1677004,2.04061698685251,1.38416655687641
"326589","4",1677013,2.68275146133189,2.13656272891993
"326600","4",1677034,-3.20556380681081,2.87031604599941
"326601","4",1677035,-3.49049164140304,3.31683341696395
"326607","4",1677047,2.77996924422208,2.26468822073262
"326616","4",1677057,2.67297876986369,2.1238918543364
"326631","4",1677088,-0.773777233320992,0.357473616449088
"326657","4",1677116,3.64440706746919,3.57185069942186
"326660","4",1677120,2.54239137297827,1.95822523509057
"326690","4",1677159,1.68229155073076,1.03380043373527
"326737","4",1677237,-2.89029305346969,2.41467144171329
"326784","4",1677295,1.9777786374196,1.31917801873038
"326786","4",1677297,-2.8649795041285,2.37982621029459
"326787","4",1677298,2.54898040657028,1.96642197679312
"326788","4",1677299,-0.874247187393792,0.417955221800716
"326801","4",1677322,1.72274545919903,1.07091552966774
"326815","4",1677351,-1.65233432116821,1.00671186746815
"326873","4",1677550,1.32115935359801,0.729441721210436
"326881","4",1677558,0.72896636383522,0.33159335881839
"326897","4",1677677,2.38061023159232,1.76235601927756
"326929","4",1677750,1.43640212451859,0.821345444809547
"326930","4",1677751,1.43640212451859,0.821345444809547
"326965","4",1677789,1.99450352881762,1.3363268221435
"326971","4",1677806,-2.52878659297343,1.94135537256632
"326974","4",1677812,3.51463201800762,3.35618846030736
"326984","4",1677833,-2.16941712038911,1.52214063295194
"327011","4",1677888,1.45184900370566,0.834033159098809
"327027","4",1677911,2.38195471709039,1.763941256508
"327028","4",1677912,-2.34875552008441,1.72500509156923
"327036","4",1677920,-0.667737969244243,0.297310283782738
"327038","4",1677927,1.34358145552328,0.746943772735008
"327062","4",1677971,2.92954012807884,2.46920630253731
"327067","4",1677999,2.25537939043393,1.61781134150732
"327070","4",1678045,1.21529859173868,0.64926323181818
"327071","4",1678051,1.01283933801848,0.507048469265996
"327101","4",1678197,1.97131303658968,1.31257734140201
"327150","4",1678524,1.83135904633451,1.17362084555362
"327167","4",1678588,1.80113071832151,1.14458819526036
"327169","4",1678590,1.47242430655378,0.851069485954314
"327190","4",1678696,0.999187943088611,0.497977788251113
"327202","4",1678710,1.828145587767,1.17051801212917
"327261","4",1678858,-1.43536263047302,0.820494774383554
"327274","4",1678901,-1.90205586149796,1.24287851379677
"327285","4",1678987,1.35967888706165,0.759621602476788
"327367","4",1679280,1.28054607383332,0.698203821494429
"327369","4",1679282,2.46435108475494,1.86245098204036
"327381","4",1679294,1.83603117906351,1.17813913894206
"327393","4",1679417,-1.4507231351489,0.833105434660762
"327476","4",1680008,0.978876714672149,0.484601891362996
"327478","4",1680065,-0.342415404579305,0.135466197848974
"327485","4",1680077,-1.53968159622973,0.907848081541164
"327491","4",1680083,1.73059746592838,1.07819087843186
"327507","4",1680121,-1.61836124028094,0.976398722028233
"327525","4",1680213,-0.10009759192065,0.0360862232851848
"327533","4",1680412,0.22842556254083,0.0865488720907542
"327588","4",1680905,1.02361347468906,0.51425320042053
"327591","4",1680934,1.15878461723172,0.60810558106509
"327616","4",1681152,-1.50626669460963,0.879430265945919
"327622","4",1681158,0.330278923387581,0.130070907568479
"327639","4",1681175,0.475850000717966,0.197786605690995
"327650","4",1681192,1.26152848514743,0.683781099883701
"327815","4",1681832,0.919621986873906,0.446395674949488
"327818","4",1681846,0.427482005071118,0.174555518119878
"327855","4",1681887,1.06377899454542,0.5414696741939
"327884","4",1682038,-1.16461621018643,0.612299907761328
"327912","4",1682096,0.584425064676349,0.252639185855766
"327932","4",1682116,0.248152076087078,0.0947349065198308
"327957","4",1682204,0.425195445711341,0.173475446782195
"327978","4",1682325,-1.46230472525319,0.84267101771716
"328021","4",1682401,-2.43399057855724,1.82584177362832
"328065","4",1682532,-2.22004930080217,1.57814246025984
"328074","4",1682589,-1.99650795470667,1.33838926793828
"328077","4",1682592,-0.402549303675621,0.162866413409052
"328082","4",1682597,-1.88355389067595,1.22456910367811
"328084","4",1682599,0.502483838098273,0.210893873977922
"328139","4",1683280,-2.26962609685891,1.63394557715947
"328148","4",1683437,0.595721000465087,0.258563463050802
"328183","4",1683585,-0.826621870034444,0.388859592376005
"328202","4",1683938,-0.952306300935812,0.467319924557358
"328262","4",1685052,-1.7746499018367,1.11943956006576
"328300","4",1685296,-1.09676246705618,0.564242817840224
"328500","4",1688551,-1.07541434971305,0.549459519213475
"328515","4",1688864,-0.548216501569411,0.233926948128054
"328537","4",1689057,-0.618476641024109,0.270623631605651
"328561","4",1689238,-2.10836942981392,1.455943786081
"328589","4",1689388,-0.395876583480202,0.159770866689745
"328628","4",1689597,-0.21260174908033,0.0800658798847234
"328661","4",1689827,0.207655520890224,0.0780546115004789
"328716","4",1689965,-2.22242600972397,1.58079576509511
"328767","4",1690050,-1.69035872698692,1.04115267044354
"329048","4",1691681,-1.10271707292634,0.568394947422779
"329186","4",1692820,-0.695850955094764,0.312897360814269
"329201","4",1692835,-2.03418081375701,1.3774402518315
"329310","4",1693391,-1.2469056427209,0.672779862777333
"329311","4",1693392,-1.36984856106239,0.767679527855669
"329574","4",1694607,-0.913198577946878,0.442326677068104
"329661","4",1695419,-0.913198577946878,0.442326677068104
"329722","4",1695584,-0.913198577946878,0.442326677068104
"329750","4",1695915,-1.5864512169823,0.94831896382786
"329866","4",1696597,-1.8707805774053,1.21200495121773
"329880","4",1696738,-0.852734075095192,0.404716800105578
"329920","4",1696831,-0.631634186980628,0.277673859465588
"329953","4",1696994,-1.1338441593232,0.590303650493021
"329982","4",1697239,-1.75264821194715,1.09874655787118
