name_i,name_j,geno_i,geno_j,relativeDam_i
HR-10,Jm-0,6923,8313,-6.8777166331617
HR-10,Ka-0,6923,8314,-18.4448064743823
HR-10,Kas-2,6923,8424,-18.6529069407559
HR-10,Kavlinge-1,6923,8237,-17.9640940079031
HR-10,Kelsterbach-4,6923,8420,-3.59214566040433
HR-10,Kent,6923,8238,-8.93632069797703
HR-10,Kin-0,6923,6926,-16.6415801591694
HR-10,Kn-0,6923,7186,-23.6555329124626
HR-10,Kni-1,6923,6040,-6.87628124880049
HR-10,Kno-10,6923,6927,-7.85254017960461
HR-10,Kno-18,6923,6928,-0.237424973514585
HR-10,Koln,6923,8239,-8.14762771909484
HR-10,Kondara,6923,6929,-14.1001921042077
HR-10,Kyoto,6923,7207,-0.721573189715379
HR-10,Kz-1,6923,6930,-9.6435491896011
HR-10,Kz-13,6923,6830,-12.1141385235099
HR-10,Kz-9,6923,6931,-12.5860954947299
HR-10,Lc-0,6923,8323,-15.4674939282962
HR-10,Ler-1,6923,6932,-8.00258368361023
HR-10,Li-2:1,6923,7223,-24.8264577440329
HR-10,Liarum,6923,8241,-12.5222287191328
HR-10,Lillo-1,6923,8242,-9.56205277252697
HR-10,Lip-0,6923,8325,-5.76871342244323
HR-10,Lis-1,6923,8326,-2.6766699656768
HR-10,Lis-2,6923,8222,-11.1978295034457
HR-10,Lisse,6923,8430,-9.94221848696564
HR-10,LL-0,6923,6933,-17.1857812836056
HR-10,Lm-2,6923,8329,1.78349957563434
HR-10,Lom1-1,6923,6042,-10.9015316584932
HR-10,Lov-1,6923,6043,-10.2970710809144
HR-10,Lov-5,6923,6046,-9.98205489445978
HR-10,Lp2-2,6923,7520,-14.7623206113688
HR-10,Lp2-6,6923,7521,-18.3451551416792
HR-10,Lu-1,6923,8334,-19.4773355227262
HR-10,Lund,6923,8335,-4.31337008953771
HR-10,Lz-0,6923,6936,-17.5388157521862
HR-10,Mir-0,6923,8337,-15.533340954293
HR-10,Mr-0,6923,7522,-5.91730099315324
HR-10,Mrk-0,6923,6937,0.194120936151489
HR-10,Ms-0,6923,6938,-13.5101295259387
HR-10,Mt-0,6923,6939,-11.0248277521781
HR-10,Mz-0,6923,6940,-5.77785462478351
HR-10,N13,6923,7438,-19.3049148906605
HR-10,Na-1,6923,8343,-11.5763503350847
HR-10,NC-6,6923,8246,-14.5060663186233
HR-10,Nd-1,6923,6942,-20.1567370113598
HR-10,NFA-10,6923,6943,-9.55878545490298
HR-10,NFA-8,6923,6944,-4.20068841472798
HR-10,No-0,6923,7275,-13.1862348641113
HR-10,Nok-3,6923,6945,-11.4208231745478
HR-10,Nw-0,6923,7258,-2.4821917742557
HR-10,Or-1,6923,6074,-6.99485530322753
HR-10,Ost-0,6923,8351,-12.549257349574
HR-10,Ove-0,6923,7287,-8.51190991733013
HR-10,Oy-0,6923,6946,-16.2462131218874
HR-10,Pa-1,6923,8353,-3.66707428903491
HR-10,Per-1,6923,8354,-18.5949363856949
HR-10,Petergof,6923,7296,-13.7239284871365
HR-10,PHW-2,6923,8243,-0.0552812458001295
HR-10,PHW-34,6923,8244,-8.15078577205413
HR-10,Pi-0,6923,7298,-16.1388835319948
HR-10,Pla-0,6923,7300,-20.2203539327254
HR-10,Pna-10,6923,7526,-8.18214151045269
HR-10,Pna-17,6923,7523,-8.73554034712425
HR-10,Pro-0,6923,8213,-16.2165110617
HR-10,Pu2-23,6923,6951,-8.78871285404908
HR-10,Pu2-7,6923,6956,-17.9021582707572
HR-10,Pu2-8,6923,6953,-13.9551980198601
HR-10,Ra-0,6923,6958,-13.0641337325128
HR-10,Rak-2,6923,8365,-19.3310462478719
HR-10,Rd-0,6923,8366,-11.9149284684104
HR-10,Ren-1,6923,6959,-8.31178434831181
HR-10,Ren-11,6923,6960,-10.5229418078477
HR-10,Rev-1,6923,8369,2.47540362247966
HR-10,Rmx-A02,6923,7524,-9.10224675928907
HR-10,Rmx-A180,6923,7525,-6.46877869828167
HR-10,RRS-10,6923,7515,-7.94032838819967
HR-10,RRS-7,6923,7514,-7.92043068784981
HR-10,Rsch-4,6923,8374,-9.13513402987009
HR-10,Rubezhnoe-1,6923,7323,-18.5685131990228
HR-10,San-2,6923,8247,-12.2266678593141
HR-10,Sanna-2,6923,8376,-11.9592119108889
HR-10,Sap-0,6923,8378,-23.6756489278362
HR-10,Sav-0,6923,8412,3.92001727515921
HR-10,Se-0,6923,6961,-3.51337558779552
HR-10,Seattle-0,6923,8245,-12.7324803680043
HR-10,Sf-1,6923,7327,-2.66739268953866
HR-10,Shahdara,6923,6962,-19.3067927352951
HR-10,Sorbo,6923,6963,-24.2957182319673
HR-10,Spr1-2,6923,6964,-7.75097674458992
HR-10,Spr1-6,6923,6965,-6.8544484222364
HR-10,Sq-1,6923,6966,-8.34630643319425
HR-10,Sq-8,6923,6967,-9.02324994945866
HR-10,Sr:5,6923,8386,-6.1211494396668
HR-10,St-0,6923,8387,-1.71013294587128
HR-10,Stw-0,6923,8388,-12.8315458910155
HR-10,Ta-0,6923,8389,-14.856506141089
HR-10,Tamm-2,6923,6968,-8.04784480073855
HR-10,Tamm-27,6923,6969,-6.07372834838171
HR-10,Tottarp-2,6923,6243,-11.1287231149769
HR-10,Ts-1,6923,6970,-13.8270975108432
HR-10,Ts-5,6923,6971,-3.51191411636524
HR-10,Tsu-0,6923,7373,-16.3452931627056
HR-10,Tsu-1,6923,6972,-17.6921406997513
HR-10,Tu-0,6923,8395,-16.4703697392653
HR-10,Uk-3,6923,10022,-13.731846300462
HR-10,Ull1-1,6923,8426,-8.18901592087056
HR-10,Ull2-5,6923,6974,-10.6083447938594
HR-10,Uod-1,6923,6975,7.73097863971344
HR-10,Uod-7,6923,6976,-8.10546448539063
HR-10,Van-0,6923,6977,-13.465831388554
HR-10,Var2-1,6923,7516,6.40894629016738
HR-10,Var2-6,6923,7517,1.72197343371505
HR-10,Vastervik,6923,9058,1.36039134309914
HR-10,Vimmerby,6923,8249,-12.9248369398436
HR-10,Vinslov,6923,9057,-12.187964344537
HR-10,Wa-1,6923,6978,-12.7900706400461
HR-10,Wei-0,6923,6979,-3.84841917463132
HR-10,Wil-1,6923,8419,-17.8136898466862
HR-10,Wil-2,6923,7413,-16.2979779531339
HR-10,Ws-0,6923,6980,-15.6253051789927
HR-10,Ws-2,6923,6981,-12.1041777749702
HR-10,Wt-5,6923,6982,-15.566688081701
HR-10,Wu-0,6923,7415,-9.93459217008124
HR-10,Yo-0,6923,6983,-8.10798055135702
HR-10,Zdr-1,6923,6984,-16.1677679145523
HR-10,Zdr-6,6923,6985,-8.83503986968975
HR-10,Zu-0,6923,7417,-8.32890298754073
HR-10,Zu-1,6923,7418,5.21235917321336
HR-10,Er-0,6923,7125,-9.67213507268388
HR-10,Fja1-1,6923,8422,-10.0203911808349
HR-10,gl1-2,6923,2,-16.6076600612073
HR-10,gl1-1,6923,1,-8.00258368361023
HR-5,Ag-0,6924,6897,-15.4603215894758
HR-5,Ak-1,6924,6987,-19.2135019927246
HR-5,Alc-0,6924,6988,-4.34029719759455
HR-5,Algutsrum,6924,8230,-3.86410087823106
HR-5,An-1,6924,6898,-7.86118180685612
HR-5,Ang-0,6924,6992,-22.9108084702196
HR-5,Ba1-2,6924,8256,-9.26574551975096
HR-5,Ba4-1,6924,8258,-7.65270237109695
HR-5,Ba5-1,6924,8259,-6.91356063954625
HR-5,Bay-0,6924,6899,-7.79930282721983
HR-5,Bg-2,6924,6709,-1.61239438091249
HR-5,Bil-5,6924,6900,-18.9101813047777
HR-5,Bil-7,6924,6901,-21.0022829951957
HR-5,Bla-1,6924,7015,-10.2159010588767
HR-5,Bor-1,6924,5837,-16.6248306419426
HR-5,Bor-4,6924,6903,-13.9766646924385
HR-5,Br-0,6924,6904,-13.6229130289611
HR-5,Bro1-6,6924,8231,-5.09524858994452
HR-5,Bs-1,6924,8270,-12.5973549140294
HR-5,Bu-0,6924,8271,-3.20792944863411
HR-5,Buckhorn_Pass,6924,7033,-15.4077904950148
HR-5,Bur-0,6924,5719,-5.1386671673518
HR-5,C24,6924,6906,-11.302170208133
HR-5,Can-0,6924,8274,-14.0487087406926
HR-5,Cen-0,6924,8275,-22.2979008051517
HR-5,CIBC-17,6924,6907,-11.9366921106606
HR-5,Co,6924,7081,-3.7426851325645
HR-5,Col-0,6924,6909,-19.0071685520147
HR-5,Ct-1,6924,6910,-15.3246590731
HR-5,Cvi-0,6924,6911,-9.82925748026316
HR-5,Dem-4,6924,8233,-14.7741493509133
HR-5,Dra3-1,6924,8283,-10.1810178679204
HR-5,DraII-1,6924,8284,-13.6138005345747
HR-5,DraIII-1,6924,8285,-8.99049960905012
HR-5,Duk,6924,6008,-17.7251144159172
HR-5,Eden-1,6924,6009,-15.0827933240553
HR-5,Eden-2,6924,6913,-15.0842233456036
HR-5,Edi-0,6924,6914,-13.9177711605267
HR-5,Eds-1,6924,6016,-24.3810811291374
HR-5,Ei-2,6924,6915,-18.0857847961372
HR-5,En-1,6924,8290,-12.3042742484977
HR-5,Est-1,6924,6916,-15.6141459387539
HR-5,Fab-2,6924,6917,-12.7996459103495
HR-5,Fab-4,6924,6918,-21.3514707697109
HR-5,Fei-0,6924,8215,3.74890225967726
HR-5,Fr-2,6924,7133,-18.7768690769368
HR-5,Ga-0,6924,6919,-10.8252634650422
HR-5,Gd-1,6924,8296,-18.8219834693437
HR-5,Ge-0,6924,8297,-17.9675020548368
HR-5,Got-22,6924,6920,-13.4603308312896
HR-5,Got-7,6924,6921,-18.5184968987465
HR-5,Gr-1,6924,8300,-10.9430959166812
HR-5,Gu-0,6924,6922,-27.7957995223918
HR-5,Gul1-2,6924,8234,-4.76092360838841
HR-5,Gy-0,6924,8214,-8.01105874158857
HR-5,H55,6924,7461,-9.13676539862084
HR-5,Hi-0,6924,8304,-14.8924018852196
HR-5,Hod,6924,8235,-19.0536632519094
HR-5,Hov4-1,6924,8306,-11.8022209667126
HR-5,Hovdala-2,6924,6039,-9.33059826130489
HR-5,HR-10,6924,6923,-6.69404005298926
HR-5,HR-5,6924,6924,0
HR-5,Hs-0,6924,8310,-16.7013739014646
HR-5,HSm,6924,8236,-11.7086428917414
HR-5,In-0,6924,8311,-14.0770911620561
HR-5,Is-0,6924,8312,-17.9431392544503
HR-5,Jm-0,6924,8313,-3.79378542190488
HR-5,Ka-0,6924,8314,-14.0162005767914
HR-5,Kas-2,6924,8424,-20.4164205157862
HR-5,Kavlinge-1,6924,8237,-16.8014787256211
HR-5,Kelsterbach-4,6924,8420,-17.7192910784278
HR-5,Kent,6924,8238,-15.8091080899485
HR-5,Kin-0,6924,6926,-11.0608486058228
HR-5,Kn-0,6924,7186,-21.1086478742236
HR-5,Kni-1,6924,6040,-15.8105747178002
HR-5,Kno-10,6924,6927,-14.7995297642866
HR-5,Kno-18,6924,6928,-13.7795122061994
HR-5,Koln,6924,8239,-10.8011936542507
HR-5,Kondara,6924,6929,-23.7856658016081
HR-5,Kyoto,6924,7207,-16.1604968369884
HR-5,Kz-1,6924,6930,-19.5666364641514
HR-5,Kz-13,6924,6830,-20.9328482153737
HR-5,Kz-9,6924,6931,-17.644292769664
HR-5,Lc-0,6924,8323,-5.28301948631662
HR-5,Ler-1,6924,6932,-15.9625274735426
HR-5,Li-2:1,6924,7223,-17.771357389317
HR-5,Liarum,6924,8241,-12.6331160072403
HR-5,Lillo-1,6924,8242,-14.1053905745822
HR-5,Lip-0,6924,8325,-7.6658946803123
HR-5,Lis-1,6924,8326,-1.43744874015793
HR-5,Lis-2,6924,8222,-10.7445838503799
HR-5,Lisse,6924,8430,-16.5205444641515
HR-5,LL-0,6924,6933,-32.8130759182626
HR-5,Lm-2,6924,8329,-5.86425994993618
HR-5,Lom1-1,6924,6042,-18.2486428622402
HR-5,Lov-1,6924,6043,-12.8974760271416
HR-5,Lov-5,6924,6046,-9.31979396774845
HR-5,Lp2-2,6924,7520,-10.493649906511
HR-5,Lp2-6,6924,7521,-22.9648711246286
HR-5,Lu-1,6924,8334,-22.8541559501619
HR-5,Lund,6924,8335,-9.35077863298894
HR-5,Lz-0,6924,6936,-18.4774083998114
HR-5,Mir-0,6924,8337,-19.1891058540885
HR-5,Mr-0,6924,7522,-12.8481127426072
HR-5,Mrk-0,6924,6937,-16.2174553417885
HR-5,Ms-0,6924,6938,-20.0490239558227
HR-5,Mt-0,6924,6939,-11.5376565747588
HR-5,Mz-0,6924,6940,-7.8834624470019
HR-5,N13,6924,7438,-21.8855817725068
HR-5,Na-1,6924,8343,-14.2727392649256
HR-5,NC-6,6924,8246,-12.6274156295794
HR-5,Nd-1,6924,6942,-16.5993170448328
HR-5,NFA-10,6924,6943,-5.79061341267462
HR-5,NFA-8,6924,6944,-4.00315483334778
HR-5,No-0,6924,7275,-19.0587671198164
HR-5,Nok-3,6924,6945,-19.3865020197121
HR-5,Nw-0,6924,7258,-9.74177073739614
HR-5,Or-1,6924,6074,-17.65462604879
HR-5,Ost-0,6924,8351,-12.2434539155
HR-5,Ove-0,6924,7287,-1.61614601597717
HR-5,Oy-0,6924,6946,-14.9742385768413
HR-5,Pa-1,6924,8353,-7.32447814008541
HR-5,Per-1,6924,8354,-24.1280135028469
HR-5,Petergof,6924,7296,-8.83633170006234
HR-5,PHW-2,6924,8243,-14.3875651925187
HR-5,PHW-34,6924,8244,-10.431862016285
HR-5,Pi-0,6924,7298,-21.2768857986753
HR-5,Pla-0,6924,7300,-26.3165510407493
HR-5,Pna-10,6924,7526,-17.528365430235
HR-5,Pna-17,6924,7523,-11.1411096343038
HR-5,Pro-0,6924,8213,-17.7092721197431
HR-5,Pu2-23,6924,6951,-21.8290613110491
HR-5,Pu2-7,6924,6956,-17.1013596496995
HR-5,Pu2-8,6924,6953,-12.5297795002769
HR-5,Ra-0,6924,6958,-14.9882726200199
HR-5,Rak-2,6924,8365,-16.0037704558839
HR-5,Rd-0,6924,8366,-15.2195499341355
HR-5,Ren-1,6924,6959,-12.3770996299526
HR-5,Ren-11,6924,6960,-18.8444745850697
HR-5,Rev-1,6924,8369,-8.65695377684086
HR-5,Rmx-A02,6924,7524,-13.6076643680432
HR-5,Rmx-A180,6924,7525,-8.14716005471704
HR-5,RRS-10,6924,7515,-14.7956602326908
HR-5,RRS-7,6924,7514,-22.3281341731779
HR-5,Rsch-4,6924,8374,-13.6638555057891
HR-5,Rubezhnoe-1,6924,7323,-19.5474589105467
HR-5,San-2,6924,8247,-11.8911456505624
HR-5,Sanna-2,6924,8376,-17.6488596981405
HR-5,Sap-0,6924,8378,-13.5592516054864
HR-5,Sav-0,6924,8412,-10.1877432061459
HR-5,Se-0,6924,6961,-13.4143465094517
HR-5,Seattle-0,6924,8245,-6.91649337163529
HR-5,Sf-1,6924,7327,-17.0275523107979
HR-5,Shahdara,6924,6962,-21.7043129907837
HR-5,Sorbo,6924,6963,-25.7248619665063
HR-5,Spr1-2,6924,6964,-5.24492589516203
HR-5,Spr1-6,6924,6965,-12.1272950330274
HR-5,Sq-1,6924,6966,-12.6524938348378
HR-5,Sq-8,6924,6967,-12.4060991693997
HR-5,Sr:5,6924,8386,-8.49682028777935
HR-5,St-0,6924,8387,-14.2330606545794
HR-5,Stw-0,6924,8388,-10.0002597081317
HR-5,Ta-0,6924,8389,-18.0700818687002
HR-5,Tamm-2,6924,6968,-22.6471012358373
HR-5,Tamm-27,6924,6969,-20.5429279446312
HR-5,Tottarp-2,6924,6243,-9.61606294385377
HR-5,Ts-1,6924,6970,-21.5425637928878
HR-5,Ts-5,6924,6971,-14.6310775430207
HR-5,Tsu-0,6924,7373,-18.2772230588506
HR-5,Tsu-1,6924,6972,-16.9070572946145
HR-5,Tu-0,6924,8395,-19.0570441201564
HR-5,Uk-3,6924,10022,-23.3156316158138
HR-5,Ull1-1,6924,8426,-7.51622295606273
HR-5,Ull2-5,6924,6974,-9.91366813655668
HR-5,Uod-1,6924,6975,2.2316637603082
HR-5,Uod-7,6924,6976,-13.878472858537
HR-5,Van-0,6924,6977,-12.1793847624512
HR-5,Var2-1,6924,7516,-4.68205727644806
HR-5,Var2-6,6924,7517,-11.1483334072032
HR-5,Vastervik,6924,9058,-11.6865336404239
HR-5,Vimmerby,6924,8249,-14.4915751910192
HR-5,Vinslov,6924,9057,-12.470616946625
HR-5,Wa-1,6924,6978,-12.2006701677476
HR-5,Wei-0,6924,6979,-12.8018207899152
HR-5,Wil-1,6924,8419,-13.6559314942684
HR-5,Wil-2,6924,7413,-13.3449655638699
HR-5,Ws-0,6924,6980,-7.64159377188462
HR-5,Ws-2,6924,6981,-14.4603628459154
HR-5,Wt-5,6924,6982,-24.7420856483424
HR-5,Wu-0,6924,7415,-14.6628704691468
HR-5,Yo-0,6924,6983,-16.8981390993497
HR-5,Zdr-1,6924,6984,-20.2470439041188
HR-5,Zdr-6,6924,6985,-13.2622656775852
HR-5,Zu-0,6924,7417,-20.7855712683742
HR-5,Zu-1,6924,7418,0.811801344838075
HR-5,Er-0,6924,7125,-18.4082308422942
HR-5,Fja1-1,6924,8422,-14.4845600486479
HR-5,gl1-2,6924,2,-19.0071685520147
HR-5,gl1-1,6924,1,-15.9625274735426
Hs-0,Ag-0,8310,6897,-6.28507762326093
Hs-0,Ak-1,8310,6987,-0.904102958182179
Hs-0,Alc-0,8310,6988,-6.53716072018433
Hs-0,Algutsrum,8310,8230,-8.57847599322988
Hs-0,An-1,8310,6898,-2.04687832992868
Hs-0,Ang-0,8310,6992,1.12800375517618
Hs-0,Ba1-2,8310,8256,-1.25662152563213
Hs-0,Ba4-1,8310,8258,-16.176234195985
Hs-0,Ba5-1,8310,8259,-16.8602823274148
Hs-0,Bay-0,8310,6899,-1.45101173775806
Hs-0,Bg-2,8310,6709,-3.19400165535506
Hs-0,Bil-5,8310,6900,1.86939536683607
Hs-0,Bil-7,8310,6901,1.63663256270337
Hs-0,Bla-1,8310,7015,-3.45431442332592
Hs-0,Bor-1,8310,5837,-3.73429589809714
Hs-0,Bor-4,8310,6903,-4.34258919002442
Hs-0,Br-0,8310,6904,-2.69298598280974
Hs-0,Bro1-6,8310,8231,-2.0188721208974
Hs-0,Bs-1,8310,8270,-3.32552414746363
Hs-0,Bu-0,8310,8271,-2.25802376023718
Hs-0,Buckhorn_Pass,8310,7033,-7.15489430715687
Hs-0,Bur-0,8310,5719,-7.28578186001634
Hs-0,C24,8310,6906,-4.35032188219916
Hs-0,Can-0,8310,8274,-11.8795663163044
Hs-0,Cen-0,8310,8275,-11.2799044512275
Hs-0,CIBC-17,8310,6907,-9.59628329350838
Hs-0,Co,8310,7081,0.962709934515102
Hs-0,Col-0,8310,6909,-12.6710479335477
Hs-0,Ct-1,8310,6910,-4.18284499183661
Hs-0,Cvi-0,8310,6911,-8.21134031473965
Hs-0,Dem-4,8310,8233,-7.57958184715383
Hs-0,Dra3-1,8310,8283,-8.20582620829962
Hs-0,DraII-1,8310,8284,-3.37346992237033
Hs-0,DraIII-1,8310,8285,-7.97909761699712
Hs-0,Duk,8310,6008,-11.9039313420739
Hs-0,Eden-1,8310,6009,-14.8238779471033
Hs-0,Eden-2,8310,6913,-7.17918546715867
Hs-0,Edi-0,8310,6914,1.3110982763273
Hs-0,Eds-1,8310,6016,-12.0458208524338
Hs-0,Ei-2,8310,6915,-7.15787912163258
Hs-0,En-1,8310,8290,-5.80938903866055
Hs-0,Est-1,8310,6916,-3.73358774557565
Hs-0,Fab-2,8310,6917,-10.686346706234
Hs-0,Fab-4,8310,6918,-14.4020410514014
Hs-0,Fei-0,8310,8215,2.04987115357326
Hs-0,Fr-2,8310,7133,-6.67852794645777
Hs-0,Ga-0,8310,6919,-8.63426164017765
Hs-0,Gd-1,8310,8296,-0.381400460293468
Hs-0,Ge-0,8310,8297,-7.01489909183527
Hs-0,Got-22,8310,6920,-5.49710664666344
Hs-0,Got-7,8310,6921,-5.71538618570342
Hs-0,Gr-1,8310,8300,-14.2205624346391
Hs-0,Gu-0,8310,6922,-6.57258803035529
Hs-0,Gul1-2,8310,8234,-8.43380098529713
Hs-0,Gy-0,8310,8214,-2.99960530389679
Hs-0,H55,8310,7461,-8.83116905431996
Hs-0,Hi-0,8310,8304,2.93665754295885
Hs-0,Hod,8310,8235,-14.394997925376
Hs-0,Hov4-1,8310,8306,-0.602745088802148
Hs-0,Hovdala-2,8310,6039,-10.2132659607206
Hs-0,HR-10,8310,6923,-10.7032424157221
Hs-0,HR-5,8310,6924,-16.7013739014646
Hs-0,Hs-0,8310,8310,0
Hs-0,HSm,8310,8236,-6.20437518738905
Hs-0,In-0,8310,8311,4.3037660543162
Hs-0,Is-0,8310,8312,-10.5541861018242
Hs-0,Jm-0,8310,8313,-1.21955008702678
Hs-0,Ka-0,8310,8314,-17.5449600967717
Hs-0,Kas-2,8310,8424,-12.4309525459355
Hs-0,Kavlinge-1,8310,8237,-13.408799923196
Hs-0,Kelsterbach-4,8310,8420,-5.85935230765256
Hs-0,Kent,8310,8238,-4.07441424667903
Hs-0,Kin-0,8310,6926,-12.1159600259776
Hs-0,Kn-0,8310,7186,-15.3209425591272
Hs-0,Kni-1,8310,6040,-18.027367852966
Hs-0,Kno-10,8310,6927,-5.27073686865647
Hs-0,Kno-18,8310,6928,-2.83711263308608
Hs-0,Koln,8310,8239,-14.9948406210398
Hs-0,Kondara,8310,6929,-12.0815333297462
Hs-0,Kyoto,8310,7207,-12.0550370807753
Hs-0,Kz-1,8310,6930,-4.91660971557211
Hs-0,Kz-13,8310,6830,-19.2436637104818
Hs-0,Kz-9,8310,6931,-15.1815044773371
Hs-0,Lc-0,8310,8323,-3.37911268493131
Hs-0,Ler-1,8310,6932,-11.1864619886529
Hs-0,Li-2:1,8310,7223,-18.5095794528383
Hs-0,Liarum,8310,8241,-9.64070325325604
Hs-0,Lillo-1,8310,8242,4.20612056821875
Hs-0,Lip-0,8310,8325,-4.43201346748643
Hs-0,Lis-1,8310,8326,-12.1380504249012
Hs-0,Lis-2,8310,8222,-5.90058952100179
Hs-0,Lisse,8310,8430,-8.15317202663062
Hs-0,LL-0,8310,6933,-7.14788364865576
Hs-0,Lm-2,8310,8329,-4.38171661328604
Hs-0,Lom1-1,8310,6042,0.788311007297553
Hs-0,Lov-1,8310,6043,-4.84104193416829
Hs-0,Lov-5,8310,6046,0.575351921530711
Hs-0,Lp2-2,8310,7520,-8.65301615308992
Hs-0,Lp2-6,8310,7521,-15.0979849699401
Hs-0,Lu-1,8310,8334,-9.55447742240803
Hs-0,Lund,8310,8335,-10.7526104920714
Hs-0,Lz-0,8310,6936,-2.72732067571391
Hs-0,Mir-0,8310,8337,-6.00938429489107
Hs-0,Mr-0,8310,7522,-6.58050991393695
Hs-0,Mrk-0,8310,6937,-1.03617206844657
Hs-0,Ms-0,8310,6938,-10.6845866035075
Hs-0,Mt-0,8310,6939,-12.4249735686598
Hs-0,Mz-0,8310,6940,-7.06633039369652
Hs-0,N13,8310,7438,-16.6830421597345
Hs-0,Na-1,8310,8343,2.14678156412759
Hs-0,NC-6,8310,8246,-12.6989250939673
Hs-0,Nd-1,8310,6942,7.60715628918924
Hs-0,NFA-10,8310,6943,-9.91434035111708
Hs-0,NFA-8,8310,6944,-12.7045437366586
Hs-0,No-0,8310,7275,-14.8714429353772
Hs-0,Nok-3,8310,6945,-6.87984955046865
Hs-0,Nw-0,8310,7258,2.57639781914631
Hs-0,Or-1,8310,6074,-1.53678661456101
Hs-0,Ost-0,8310,8351,-0.315138772016677
Hs-0,Ove-0,8310,7287,-8.24641237334146
Hs-0,Oy-0,8310,6946,8.65825762132169
Hs-0,Pa-1,8310,8353,-1.44298537809279
Hs-0,Per-1,8310,8354,-3.53123543550091
Hs-0,Petergof,8310,7296,-7.68266199312335
Hs-0,PHW-2,8310,8243,-4.09529007318713
Hs-0,PHW-34,8310,8244,-5.66000415224419
Hs-0,Pi-0,8310,7298,1.49453715672335
Hs-0,Pla-0,8310,7300,-7.02308492054654
Hs-0,Pna-10,8310,7526,-8.5180117743289
Hs-0,Pna-17,8310,7523,-10.1312130323379
Hs-0,Pro-0,8310,8213,-9.64918984925337
Hs-0,Pu2-23,8310,6951,-15.3853834671083
Hs-0,Pu2-7,8310,6956,-15.3697687066497
Hs-0,Pu2-8,8310,6953,-13.7463954773629
Hs-0,Ra-0,8310,6958,-4.88701492513211
Hs-0,Rak-2,8310,8365,-11.819939983138
Hs-0,Rd-0,8310,8366,-2.51781749571205
Hs-0,Ren-1,8310,6959,-7.82577835798411
Hs-0,Ren-11,8310,6960,-9.8904914878758
Hs-0,Rev-1,8310,8369,-11.9104553606971
Hs-0,Rmx-A02,8310,7524,-7.79982923510097
Hs-0,Rmx-A180,8310,7525,-3.13785833583201
Hs-0,RRS-10,8310,7515,-8.15114897960083
Hs-0,RRS-7,8310,7514,-1.37750631545773
Hs-0,Rsch-4,8310,8374,-1.77065453422007
Hs-0,Rubezhnoe-1,8310,7323,-10.553674092588
Hs-0,San-2,8310,8247,-3.51495384081192
Hs-0,Sanna-2,8310,8376,-8.31884282654975
Hs-0,Sap-0,8310,8378,-15.8328465480877
Hs-0,Sav-0,8310,8412,-4.92794513002306
Hs-0,Se-0,8310,6961,4.30183503736462
Hs-0,Seattle-0,8310,8245,-9.59865699020465
Hs-0,Sf-1,8310,7327,-0.614551333365814
Hs-0,Shahdara,8310,6962,-11.6024167528904
Hs-0,Sorbo,8310,6963,-15.1223708654261
Hs-0,Spr1-2,8310,6964,10.9731746252222
Hs-0,Spr1-6,8310,6965,2.43047279413893
Hs-0,Sq-1,8310,6966,-5.79000003454736
Hs-0,Sq-8,8310,6967,-5.68046463622635
Hs-0,Sr:5,8310,8386,-12.2322894269607
Hs-0,St-0,8310,8387,-19.0380206538334
Hs-0,Stw-0,8310,8388,-4.92704587189491
Hs-0,Ta-0,8310,8389,-12.4281837991877
Hs-0,Tamm-2,8310,6968,-18.1165312201869
Hs-0,Tamm-27,8310,6969,-16.0053134248285
Hs-0,Tottarp-2,8310,6243,-3.47115379922913
Hs-0,Ts-1,8310,6970,-5.8691207113034
Hs-0,Ts-5,8310,6971,-5.02172847746782
Hs-0,Tsu-0,8310,7373,-14.5526793776187
Hs-0,Tsu-1,8310,6972,-10.1268278921006
Hs-0,Tu-0,8310,8395,-12.2216445844948
Hs-0,Uk-3,8310,10022,-9.35593548542483
Hs-0,Ull1-1,8310,8426,7.30375401917063
Hs-0,Ull2-5,8310,6974,-14.1473103783932
Hs-0,Uod-1,8310,6975,3.30269192981572
Hs-0,Uod-7,8310,6976,-1.8464013795442
Hs-0,Van-0,8310,6977,-4.81375058922499
Hs-0,Var2-1,8310,7516,-12.4852767565579
Hs-0,Var2-6,8310,7517,-11.9511907446554
Hs-0,Vastervik,8310,9058,-1.22740573344421
Hs-0,Vimmerby,8310,8249,-11.9387456747089
Hs-0,Vinslov,8310,9057,2.32286092614054
Hs-0,Wa-1,8310,6978,-9.24295316777499
Hs-0,Wei-0,8310,6979,0.217465939622173
Hs-0,Wil-1,8310,8419,-9.33863618089975
Hs-0,Wil-2,8310,7413,-27.5336993640913
Hs-0,Ws-0,8310,6980,-12.2481680881067
Hs-0,Ws-2,8310,6981,1.02298618035956
Hs-0,Wt-5,8310,6982,2.35563123869712
Hs-0,Wu-0,8310,7415,-2.03928502450799
Hs-0,Yo-0,8310,6983,4.28335612561595
Hs-0,Zdr-1,8310,6984,-11.7506054456268
Hs-0,Zdr-6,8310,6985,-7.91278013616713
Hs-0,Zu-0,8310,7417,-12.1631713098388
Hs-0,Zu-1,8310,7418,-0.817185272732317
Hs-0,Er-0,8310,7125,-7.82059398097185
Hs-0,Fja1-1,8310,8422,-19.0713495626637
Hs-0,gl1-2,8310,2,-12.6710479335477
Hs-0,gl1-1,8310,1,-11.1864619886529
HSm,Ag-0,8236,6897,-11.002103292049
